mot_id_x,temp_x,hum_x,light_x,vol_x,index,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id,temp,hum,light,vol
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6544,40.9055,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.7805,5.98,2.56,38.0,21.4192,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7034,34.6055,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
1.0,21.1154,37.5737,0.46,2.58226,32181,2.0,21.4976,39.1443,0.92,2.56,33.0,21.1546,37.9161,0.92,2.59354,34.0,20.89,39.0082,0.46,2.57108,35.0,21.4976,39.2123,0.92,2.52732,36.0,21.4878,39.586,0.92,2.57108,37.0,21.8014,39.7896,5.98,2.58226,38.0,21.2134,36.3362,4.14,2.54901,39.0,21.7916,37.2307,4.14,2.58226,40.0,21.5466,35.3341,0.92,2.57108,41.0,21.5172,35.7839,0.46,2.57108,42.0,21.4192,35.7148,0.46,2.58226,43.0,21.4878,35.2995,0.46,2.58226,44.0,21.4584,34.8834,0.46,2.58226,45.0,21.576,33.1409,0.46,2.58226,46.0,21.5368,33.7,1.38,2.41431,47.0,21.4388,34.536,0.46,2.58226
1.0,21.1056,36.9559,0.46,2.58226,32242,2.0,21.478,38.5311,0.92,2.56,33.0,21.086,36.6118,0.92,2.58226,34.0,20.89,38.0529,0.46,2.57108,35.0,21.4878,38.4629,0.92,2.52732,36.0,21.527,38.8039,0.92,2.57108,37.0,21.8112,38.8039,5.98,2.58226,38.0,21.2624,35.1609,4.14,2.54901,39.0,21.7328,36.2328,4.14,2.59354,40.0,21.5956,34.188,0.92,2.57108,41.0,21.5956,34.4664,0.46,2.57108,42.0,21.4682,34.7445,0.46,2.58226,43.0,21.5368,34.0836,0.46,2.58226,44.0,21.4976,33.8396,0.46,2.58226,45.0,21.625,32.3698,0.46,2.58226,46.0,21.6446,32.6855,1.38,2.41431,47.0,21.5172,33.7698,0.46,2.58226
1.0,21.1056,36.9559,0.46,2.58226,32242,2.0,21.478,38.5311,0.92,2.56,33.0,21.0762,36.7495,0.92,2.59354,34.0,20.89,38.0529,0.46,2.57108,35.0,21.4878,38.4629,0.92,2.52732,36.0,21.527,38.8039,0.92,2.57108,37.0,21.8112,38.8039,5.98,2.58226,38.0,21.2624,35.1609,4.14,2.54901,39.0,21.7328,36.2328,4.14,2.59354,40.0,21.5956,34.188,0.92,2.57108,41.0,21.5956,34.4664,0.46,2.57108,42.0,21.4682,34.7445,0.46,2.58226,43.0,21.5368,34.0836,0.46,2.58226,44.0,21.4976,33.8396,0.46,2.58226,45.0,21.625,32.3698,0.46,2.58226,46.0,21.6446,32.6855,1.38,2.41431,47.0,21.5172,33.7698,0.46,2.58226
1.0,21.1056,36.9559,0.46,2.58226,32242,2.0,21.4584,38.5311,0.92,2.56,33.0,21.086,36.6118,0.92,2.58226,34.0,20.89,38.0529,0.46,2.57108,35.0,21.4878,38.4629,0.92,2.52732,36.0,21.527,38.8039,0.92,2.57108,37.0,21.8112,38.8039,5.98,2.58226,38.0,21.2624,35.1609,4.14,2.54901,39.0,21.7328,36.2328,4.14,2.59354,40.0,21.5956,34.188,0.92,2.57108,41.0,21.5956,34.4664,0.46,2.57108,42.0,21.4682,34.7445,0.46,2.58226,43.0,21.5368,34.0836,0.46,2.58226,44.0,21.4976,33.8396,0.46,2.58226,45.0,21.625,32.3698,0.46,2.58226,46.0,21.6446,32.6855,1.38,2.41431,47.0,21.5172,33.7698,0.46,2.58226
1.0,21.1056,36.9559,0.46,2.58226,32242,2.0,21.4584,38.5311,0.92,2.56,33.0,21.0762,36.7495,0.92,2.59354,34.0,20.89,38.0529,0.46,2.57108,35.0,21.4878,38.4629,0.92,2.52732,36.0,21.527,38.8039,0.92,2.57108,37.0,21.8112,38.8039,5.98,2.58226,38.0,21.2624,35.1609,4.14,2.54901,39.0,21.7328,36.2328,4.14,2.59354,40.0,21.5956,34.188,0.92,2.57108,41.0,21.5956,34.4664,0.46,2.57108,42.0,21.4682,34.7445,0.46,2.58226,43.0,21.5368,34.0836,0.46,2.58226,44.0,21.4976,33.8396,0.46,2.58226,45.0,21.625,32.3698,0.46,2.58226,46.0,21.6446,32.6855,1.38,2.41431,47.0,21.5172,33.7698,0.46,2.58226
1.0,21.1154,36.8183,0.46,2.58226,32262,2.0,21.4682,38.2922,0.92,2.57108,33.0,21.0958,36.3018,0.92,2.59354,34.0,20.9096,37.5737,0.46,2.57108,35.0,21.5074,37.7107,0.92,2.52732,36.0,21.5172,38.2922,0.92,2.58226,37.0,21.8014,39.2123,5.98,2.57108,38.0,21.2526,34.536,4.14,2.56,39.0,21.772,36.4052,4.14,2.58226,40.0,21.6152,33.8396,0.92,2.59354,41.0,21.576,34.188,0.46,2.58226,42.0,21.4878,34.536,0.46,2.58226,43.0,21.5564,33.7698,0.46,2.59354,44.0,21.527,33.6302,0.46,2.58226,45.0,21.674,31.8776,0.46,2.59354,46.0,21.6642,32.2293,1.38,2.41431,47.0,21.5466,33.3857,0.46,2.57108
1.0,21.1154,36.8183,0.46,2.58226,32262,2.0,21.4682,38.2922,0.92,2.57108,33.0,21.0958,36.3018,0.92,2.59354,34.0,20.9096,37.5737,0.46,2.57108,35.0,21.5074,37.7107,0.92,2.52732,36.0,21.5172,38.2922,0.92,2.58226,37.0,21.8014,39.2123,5.98,2.57108,38.0,21.2526,34.536,4.14,2.56,39.0,21.7524,35.9912,4.14,2.59354,40.0,21.6152,33.8396,0.92,2.59354,41.0,21.576,34.188,0.46,2.58226,42.0,21.4878,34.536,0.46,2.58226,43.0,21.5564,33.7698,0.46,2.59354,44.0,21.527,33.6302,0.46,2.58226,45.0,21.674,31.8776,0.46,2.59354,46.0,21.6642,32.2293,1.38,2.41431,47.0,21.5466,33.3857,0.46,2.57108
1.0,21.1154,36.8183,0.46,2.58226,32262,2.0,21.4584,38.2922,0.92,2.57108,33.0,21.0958,36.3018,0.92,2.59354,34.0,20.9096,37.5737,0.46,2.57108,35.0,21.5074,37.7107,0.92,2.52732,36.0,21.5172,38.2922,0.92,2.58226,37.0,21.8014,39.2123,5.98,2.57108,38.0,21.2526,34.536,4.14,2.56,39.0,21.772,36.4052,4.14,2.58226,40.0,21.6152,33.8396,0.92,2.59354,41.0,21.576,34.188,0.46,2.58226,42.0,21.4878,34.536,0.46,2.58226,43.0,21.5564,33.7698,0.46,2.59354,44.0,21.527,33.6302,0.46,2.58226,45.0,21.674,31.8776,0.46,2.59354,46.0,21.6642,32.2293,1.38,2.41431,47.0,21.5466,33.3857,0.46,2.57108
1.0,21.1154,36.8183,0.46,2.58226,32262,2.0,21.4584,38.2922,0.92,2.57108,33.0,21.0958,36.3018,0.92,2.59354,34.0,20.9096,37.5737,0.46,2.57108,35.0,21.5074,37.7107,0.92,2.52732,36.0,21.5172,38.2922,0.92,2.58226,37.0,21.8014,39.2123,5.98,2.57108,38.0,21.2526,34.536,4.14,2.56,39.0,21.7524,35.9912,4.14,2.59354,40.0,21.6152,33.8396,0.92,2.59354,41.0,21.576,34.188,0.46,2.58226,42.0,21.4878,34.536,0.46,2.58226,43.0,21.5564,33.7698,0.46,2.59354,44.0,21.527,33.6302,0.46,2.58226,45.0,21.674,31.8776,0.46,2.59354,46.0,21.6642,32.2293,1.38,2.41431,47.0,21.5466,33.3857,0.46,2.57108
1.0,22.4384,32.7907,368.0,2.59354,32549,2.0,23.6928,31.9832,338.56,2.58226,33.0,21.6838,34.3273,861.12,2.59354,34.0,20.7332,36.7495,1729.6,2.56,35.0,22.1444,35.8876,1435.2,2.53812,36.0,21.0174,38.1213,1847.36,2.56,37.0,23.3596,34.536,1376.32,2.59354,38.0,22.8402,31.4549,802.24,2.56,39.0,22.752,32.6505,323.84,2.59354,40.0,23.3302,29.9691,772.8,2.59354,41.0,24.2808,28.1159,537.28,2.60491,42.0,23.6144,29.2581,441.6,2.59354,43.0,23.7026,28.9731,309.12,2.60491,44.0,20.792,34.188,368.0,2.57108,45.0,21.9876,31.1021,655.04,2.58226,46.0,21.527,32.5102,294.4,2.41431,47.0,19.8806,36.2673,1317.44,2.56
1.0,21.4388,41.2425,507.84,2.52732,38445,2.0,21.8504,41.4108,456.32,2.51661,33.0,20.9586,42.5847,1140.8,2.53812,34.0,20.6744,43.9844,1847.36,2.51661,35.0,20.1158,47.212,1847.36,2.44412,36.0,22.6834,40.9055,1847.36,2.52732,37.0,23.1636,41.0404,1494.08,2.54901,38.0,23.5752,36.5085,1317.44,2.51661,39.0,22.801,39.9591,441.6,2.54901,40.0,22.4874,39.6878,1199.68,2.52732,41.0,23.83,36.4052,1199.68,2.53812,42.0,22.3992,39.8235,802.24,2.53812,43.0,22.36,39.7896,566.72,2.53812,44.0,20.9096,43.2191,1435.2,2.51661,45.0,21.3212,42.116,772.8,2.52732,46.0,22.36,39.6539,338.56,2.39484,47.0,20.6352,44.6475,1670.72,2.51661
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3698,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.1828,34.536,713.92,2.48502,44.0,20.8214,42.0489,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3698,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.1828,34.536,713.92,2.48502,44.0,20.8312,41.9818,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3698,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.2024,34.536,713.92,2.48502,44.0,20.8214,42.0489,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3698,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.2024,34.536,713.92,2.48502,44.0,20.8312,41.9818,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3796,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.1828,34.536,713.92,2.48502,44.0,20.8214,42.0489,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3796,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.1828,34.536,713.92,2.48502,44.0,20.8312,41.9818,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3796,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.2024,34.536,713.92,2.48502,44.0,20.8214,42.0489,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
1.0,21.8112,39.5521,368.0,2.4644,53271,2.0,22.3796,39.9929,537.28,2.45421,33.0,22.752,37.6079,831.68,2.48502,34.0,23.3106,37.162,1847.36,2.47467,35.0,23.3498,39.62,1199.68,2.36622,36.0,24.5062,36.4396,1847.36,2.47467,37.0,23.7908,39.2803,1081.92,2.47467,38.0,26.0644,30.8901,1729.6,2.4644,39.0,24.6042,35.1262,456.32,2.49546,40.0,23.5556,36.0603,1376.32,2.47467,41.0,26.1526,30.6425,1729.6,2.50599,42.0,23.046,37.0933,1081.92,2.47467,43.0,24.2024,34.536,713.92,2.48502,44.0,20.8312,41.9818,1258.56,2.45421,45.0,20.6352,42.0489,684.48,2.45421,46.0,20.89,41.9147,294.4,2.3291,47.0,19.2044,47.0813,1552.96,2.4341
